loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,interest_rate,inflation_rate,season_of_application,loan_status
2274,3, Graduate, No,8900000,25400000,8,588,19400000,12100000,18800000,4500000,6.865041,3.547085,Winter,approved
2275,1, Not Graduate, No,300000,1200000,4,342,800000,100000,1100000,200000,6.8586216,2.6976936,Winter,approved
2276,0, Not Graduate, Yes,5100000,14500000,14,559,11000000,1100000,12300000,6000000,4.813178,0.8684005,Summer,approved
2277,0, Not Graduate, No,1100000,4100000,18,887,400000,1300000,2600000,1300000,3.9969313,2.124097,Spring,approved
2278,1, Graduate, Yes,200000,400000,18,859,300000,100000,400000,200000,5.9766545,2.3687944,Summer,approved
2279,3, Not Graduate, Yes,9500000,25500000,12,881,27000000,14100000,21600000,8900000,3.0323877,4.4792976,Winter,approved
2280,4, Graduate, No,1600000,4500000,12,633,700000,1700000,4100000,1900000,5.2207046,3.5963504,Fall,approved
2281,1, Not Graduate, No,2300000,8200000,8,784,2000000,0,7600000,1100000,5.998919,1.8852985,Summer,approved
2282,5, Not Graduate, No,1100000,3600000,12,315,1300000,700000,3100000,1400000,8.688228,0.8025318,Winter,rejected
2283,0, Not Graduate, No,9800000,20100000,16,606,6200000,800000,37300000,8700000,3.3389242,1.9022179,Spring,approved
2284,5, Graduate, Yes,8000000,27200000,6,348,6400000,300000,16700000,7100000,5.5981407,0.9278539,Summer,rejected
2285,2, Graduate, Yes,9100000,34800000,20,836,21300000,10900000,30600000,9900000,6.1477103,2.4778352,Winter,approved
2286,0, Not Graduate, Yes,2600000,7600000,18,470,700000,700000,5500000,2900000,5.9079485,2.824982,Summer,rejected
2287,5, Graduate, Yes,8000000,29800000,18,867,17700000,14100000,22800000,9200000,7.8300753,1.371845,Winter,approved
2288,0, Graduate, Yes,500000,1300000,4,825,600000,0,1800000,200000,6.805534,3.098464,Winter,approved
2289,3, Graduate, No,8900000,24400000,10,774,11200000,6100000,31400000,7300000,5.7031717,2.8380647,Summer,approved
2290,5, Not Graduate, Yes,8400000,31900000,10,605,18900000,10300000,22000000,9100000,4.5720825,1.9601091,Summer,approved
2291,2, Not Graduate, No,9000000,27300000,14,353,22600000,4400000,26900000,7200000,2.1673357,3.5752,Fall,rejected
2292,5, Graduate, No,1400000,2900000,4,829,800000,600000,5400000,1600000,5.775981,2.4426212,Summer,approved
2293,3, Not Graduate, Yes,4500000,13100000,12,570,10500000,2000000,10100000,5800000,4.188758,0,Summer,approved
2294,5, Not Graduate, No,8300000,20700000,2,537,8400000,14300000,19700000,7800000,3.8110106,0.8168993,Spring,rejected
2295,4, Graduate, Yes,900000,2500000,4,583,1300000,800000,1800000,1100000,3.2994773,2.1186116,Spring,approved
2296,5, Not Graduate, No,7600000,16300000,18,872,5100000,1900000,20700000,5000000,5.728144,1.835073,Summer,approved
2297,5, Graduate, No,2900000,9800000,12,588,5900000,2300000,6800000,2900000,6.4709806,1.1561457,Winter,approved
2298,1, Not Graduate, Yes,2600000,6600000,20,765,2100000,200000,5200000,1300000,4.459153,1.0800366,Summer,approved
2299,3, Graduate, Yes,6300000,23300000,4,347,18300000,12200000,21100000,8100000,4.501452,3.900927,Fall,approved
2300,2, Graduate, Yes,9100000,34800000,20,836,21300000,10900000,30600000,9900000,6.131686,4.222612,Winter,approved
2301,4, Not Graduate, Yes,400000,1100000,6,644,1000000,300000,1600000,400000,3.7421002,0.71928984,Spring,approved
2302,3, Graduate, No,2100000,8200000,6,754,900000,2900000,4900000,1000000,5.756885,2.9783497,Summer,approved
2303,1, Graduate, Yes,200000,500000,20,713,0,200000,500000,100000,4.779396,3.382365,Fall,approved
2304,0, Graduate, Yes,9000000,27800000,8,712,900000,6700000,24400000,5800000,2.2823436,2.9706185,Spring,approved
2305,2, Graduate, Yes,8600000,32500000,4,758,20900000,600000,18000000,6900000,4.005668,2.6100056,Summer,approved
2306,5, Not Graduate, Yes,6500000,13800000,10,636,13000000,5500000,19400000,8100000,1,3.0443993,Fall,approved
2307,2, Graduate, Yes,200000,500000,6,885,-100000,0,300000,200000,3.8110106,0.8168993,Spring,rejected
2308,5, Graduate, Yes,2600000,5500000,8,676,6700000,800000,7200000,1300000,6.865041,3.547085,Winter,approved
2309,4, Not Graduate, Yes,9000000,18100000,12,764,600000,16500000,20800000,11600000,5.769774,3.580918,Fall,approved
2310,1, Not Graduate, Yes,8500000,26200000,8,811,22800000,6400000,32500000,12700000,3.8854768,0.9599194,Spring,approved
2311,4, Not Graduate, No,8600000,26700000,10,895,2200000,8800000,22600000,6900000,6.203091,2.811879,Winter,approved
2312,0, Not Graduate, No,3900000,14600000,2,730,9200000,4000000,14600000,5400000,6.0453477,2.409521,Winter,approved
2313,0, Graduate, No,3600000,12300000,2,300,5200000,3000000,14300000,5400000,3.731532,4.376772,Winter,approved
2314,3, Not Graduate, No,9000000,26500000,8,533,17100000,12400000,27800000,6000000,4.7015924,0.5743694,Summer,rejected
2315,0, Not Graduate, Yes,2600000,7600000,18,470,700000,700000,5500000,2900000,5.501779,0.5506116,Summer,rejected
2316,4, Graduate, No,5600000,12400000,4,777,5500000,3100000,11800000,5500000,6.33265,2.5236297,Winter,approved
2317,3, Not Graduate, Yes,3200000,11100000,6,708,8900000,5700000,8100000,1500000,7.439852,3.4513502,Winter,approved
2318,0, Not Graduate, No,9100000,30100000,8,322,26200000,9500000,18800000,5900000,4.3907313,2.9778583,Summer,rejected
2319,4, Not Graduate, No,8900000,30100000,2,747,20600000,12900000,20700000,10300000,2.8980498,1.9071193,Spring,approved
2320,3, Graduate, Yes,5200000,15200000,16,650,1300000,5700000,13500000,4100000,6.6449013,0,Winter,approved
2321,2, Not Graduate, Yes,6700000,20200000,6,701,8800000,12200000,13900000,8200000,4.536146,4.43367,Winter,approved
2322,2, Graduate, No,7000000,24200000,8,833,13700000,4100000,26100000,9100000,3.6105049,1.9278759,Spring,approved
2323,1, Not Graduate, Yes,2100000,4200000,18,554,3400000,800000,6400000,1500000,3.6111245,1.3389444,Spring,approved
2324,3, Not Graduate, Yes,8700000,27200000,18,454,9100000,9300000,30900000,12000000,8.074309,1.1867902,Winter,rejected
2325,4, Graduate, Yes,9700000,25000000,4,542,9800000,12000000,29300000,13400000,3.7713385,2.6207812,Spring,rejected
2326,4, Graduate, No,4400000,14600000,4,499,1300000,6500000,16100000,5700000,7.3980336,1.5118668,Winter,approved
2327,1, Not Graduate, Yes,7800000,17200000,4,597,3700000,12700000,17400000,8500000,6.235004,1.7767768,Winter,approved
2328,0, Graduate, No,7400000,20900000,6,635,15600000,14000000,21000000,7200000,6.5781417,3.2666337,Winter,approved
2329,5, Graduate, Yes,2600000,8600000,18,651,1000000,100000,7800000,2600000,5.6205583,2.0089643,Summer,approved
2330,4, Graduate, No,2300000,5400000,16,490,6200000,3700000,5500000,2100000,6.132453,3.9124134,Winter,rejected
2331,2, Not Graduate, No,4800000,10600000,8,588,3700000,5200000,15000000,4500000,3.569146,2.3690434,Spring,approved
2332,4, Graduate, Yes,5800000,15800000,14,528,6300000,100000,21400000,8700000,3.9793363,1.970682,Spring,rejected
2333,5, Graduate, No,3100000,10500000,6,584,7700000,2100000,10900000,2900000,4.6527934,4.1515594,Winter,approved
2334,2, Graduate, No,4800000,18900000,4,866,10200000,6000000,13900000,5900000,5.599342,3.2734187,Fall,approved
2335,3, Graduate, Yes,9000000,18600000,16,518,18400000,17600000,28900000,10300000,5.8113694,3.146921,Fall,rejected
2336,1, Not Graduate, No,6900000,14400000,10,828,4600000,13000000,26700000,9000000,5.0666285,2.7875836,Summer,approved
2337,2, Graduate, Yes,2200000,7900000,6,659,3400000,1800000,8600000,2400000,4.5097547,2.1534078,Summer,approved
2338,3, Not Graduate, No,6300000,23800000,10,760,12700000,1300000,18400000,8800000,2.9519312,3.9248905,Fall,approved
2339,0, Graduate, No,300000,500000,18,702,300000,400000,1200000,100000,7.34355,3.603734,Winter,approved
2340,1, Not Graduate, No,8500000,32900000,10,570,5100000,6200000,20500000,5500000,6.094801,0.7964918,Winter,approved
2341,1, Not Graduate, Yes,3600000,13100000,8,543,2900000,100000,9900000,2700000,6.4806757,2.105201,Winter,rejected
2342,4, Not Graduate, No,5400000,12600000,18,786,300000,2500000,21000000,6600000,5.288668,3.0289927,Fall,approved
2343,5, Not Graduate, No,9100000,27800000,16,547,21900000,7000000,31900000,9400000,4.480886,1.5344095,Summer,rejected
2344,2, Not Graduate, No,7200000,16800000,6,796,6600000,6100000,14400000,9800000,6.2575192,2.2240083,Winter,approved
2345,3, Not Graduate, Yes,5200000,11000000,12,830,8900000,5100000,16000000,7600000,6.7430773,2.1267002,Winter,approved
2346,1, Not Graduate, Yes,3100000,6300000,20,867,1900000,6100000,6600000,4000000,6.2557125,3.5869007,Winter,approved
2347,3, Graduate, No,5600000,20300000,4,330,16100000,5100000,15300000,4200000,4.4168305,1.6878546,Summer,approved
2348,4, Graduate, Yes,2700000,5400000,6,861,6300000,2400000,6700000,2700000,4.6546817,2.1164029,Summer,approved
2349,5, Not Graduate, No,5700000,11600000,4,892,10200000,6100000,19800000,7400000,4.917753,2.422809,Summer,approved
2350,4, Not Graduate, No,2200000,8500000,16,866,4000000,1900000,6800000,2800000,2.9145248,3.7895885,Fall,approved
2351,4, Not Graduate, Yes,1500000,3200000,10,858,1500000,0,4700000,1700000,5.3500004,2.8813288,Summer,approved
2352,2, Not Graduate, Yes,8300000,20600000,12,729,22400000,9000000,31400000,8400000,4.0012283,3.1378226,Fall,approved
2353,3, Not Graduate, Yes,700000,1700000,8,733,1200000,800000,2400000,500000,4.101254,1.8871039,Summer,approved
2354,1, Graduate, Yes,800000,2800000,10,798,1300000,1300000,2500000,400000,8.319306,2.5738032,Winter,approved
2355,5, Graduate, Yes,8400000,17500000,12,620,15300000,13600000,26000000,5800000,6.7947474,3.35597,Winter,approved
2356,0, Not Graduate, No,5700000,21300000,4,697,3000000,6800000,20000000,5500000,3.10325,3.9815576,Fall,approved
2357,0, Graduate, No,9000000,33500000,8,801,11600000,8900000,35400000,11100000,2.401191,4.187034,Winter,approved
2358,1, Graduate, No,1100000,3500000,8,562,2300000,1200000,3200000,500000,5.990106,2.8109758,Summer,approved
2359,1, Graduate, No,8300000,24900000,10,642,11500000,15400000,21600000,5800000,3.287282,2.431402,Spring,approved
2360,0, Graduate, No,600000,1700000,2,621,400000,400000,2000000,200000,3.8719306,1.2778475,Spring,approved
2361,5, Not Graduate, Yes,6700000,23600000,14,854,3000000,3300000,19400000,7500000,7.405746,3.42625,Winter,approved
2362,3, Not Graduate, No,3900000,10500000,20,821,1600000,6300000,11000000,3900000,4.160097,3.1623018,Fall,approved
2363,1, Not Graduate, No,1000000,3600000,4,546,2500000,0,2600000,500000,6.709399,1.5253637,Winter,approved
2364,0, Graduate, No,1400000,2700000,2,685,3400000,800000,5400000,1300000,5.667325,3.2648442,Fall,approved
2365,4, Not Graduate, Yes,3500000,11300000,16,874,1400000,3800000,10100000,3700000,3.701925,3.152841,Fall,approved
2366,5, Graduate, No,5300000,19400000,6,510,14700000,7000000,13600000,3700000,2.643439,3.3888285,Fall,rejected
2367,5, Not Graduate, No,2700000,5600000,2,815,1100000,2000000,7100000,2600000,7.124653,2.37578,Winter,approved
2368,2, Graduate, Yes,2800000,8400000,10,534,8300000,4800000,10600000,1500000,6.565355,2.3396173,Winter,rejected
2369,2, Not Graduate, Yes,3900000,11300000,12,516,3100000,0,10400000,4600000,4.603508,3.386158,Fall,rejected
2370,5, Graduate, Yes,4300000,13800000,18,618,9600000,800000,14000000,2400000,2.5121827,1.6150278,Spring,approved
2371,5, Graduate, No,5300000,13400000,8,719,1600000,200000,11400000,5300000,6.409816,3.1845615,Winter,approved
2372,4, Not Graduate, Yes,9200000,25500000,10,900,9400000,10500000,27400000,12800000,7.5043697,3.2275844,Winter,approved
2373,0, Not Graduate, Yes,9500000,32000000,2,500,8300000,9700000,24500000,5600000,5.470051,4.05342,Winter,approved
2374,4, Not Graduate, No,9500000,21300000,18,353,22900000,2300000,21400000,11100000,8.4313755,1.4216422,Winter,rejected
2375,1, Graduate, No,1600000,3500000,18,619,3200000,100000,6300000,1500000,7.1955304,2.2678883,Winter,approved
2376,1, Not Graduate, Yes,500000,1700000,18,617,400000,100000,1400000,500000,5.073305,3.6899157,Fall,approved
2377,3, Graduate, No,8000000,18600000,20,565,1600000,8600000,22500000,9400000,4.6735826,2.601882,Summer,approved
2378,0, Graduate, Yes,3800000,8100000,20,831,6500000,1700000,7700000,2000000,5.7175393,2.866266,Summer,approved
2379,5, Not Graduate, No,6500000,18500000,4,891,13600000,3300000,23600000,7100000,4.2819905,2.4152417,Summer,approved
2380,1, Graduate, No,7000000,21000000,20,554,16900000,6600000,14600000,5600000,5.073455,1.8508968,Summer,approved
2381,4, Not Graduate, Yes,3900000,12000000,14,893,6000000,4700000,12900000,5200000,4.663747,2.1506808,Summer,approved
2382,5, Not Graduate, No,3000000,8900000,20,886,2600000,1000000,10600000,2800000,5.373199,3.43654,Fall,approved
2383,0, Graduate, No,6500000,14500000,12,755,9000000,11900000,20800000,3400000,4.5097547,2.1534078,Summer,approved
2384,4, Not Graduate, No,8900000,30100000,2,747,20600000,12900000,20700000,10300000,5.2785277,0,Summer,approved
2385,5, Not Graduate, Yes,8400000,31900000,10,605,18900000,10300000,22000000,9100000,3.1306846,1.8249185,Spring,approved
2386,1, Graduate, No,1000000,2100000,6,715,2200000,1000000,2200000,1100000,6.2761283,4.354103,Winter,approved
2387,2, Graduate, Yes,8600000,28800000,8,890,23300000,5900000,21200000,7200000,2.5822413,1.9661696,Spring,approved
2388,4, Not Graduate, No,5500000,20200000,14,611,13700000,5700000,15100000,7200000,1.9870372,3.3049407,Fall,approved
2389,4, Not Graduate, No,6300000,21900000,10,538,9600000,5400000,19300000,7800000,4.99036,2.8244367,Summer,rejected
2390,2, Not Graduate, No,5700000,20400000,2,630,3000000,3100000,22600000,2900000,7.2886395,2.5592666,Winter,approved
2391,0, Not Graduate, Yes,2500000,6700000,16,569,4500000,3400000,6200000,1300000,5.0925665,3.08052,Fall,approved
2392,1, Graduate, Yes,200000,800000,14,624,600000,0,600000,0,4.779396,3.382365,Fall,approved
2393,5, Not Graduate, No,4200000,12600000,18,571,8900000,3200000,11700000,6200000,5.0757184,0.42956963,Summer,approved
2394,2, Graduate, No,1700000,5900000,16,610,3100000,300000,3700000,1300000,5.490053,3.1697748,Fall,approved
2395,0, Not Graduate, Yes,900000,3600000,10,683,1400000,700000,3500000,400000,8.6167145,3.1072776,Winter,approved
2396,5, Not Graduate, No,6400000,22300000,12,776,500000,9100000,24100000,5800000,8.787991,2.9551332,Winter,approved
2397,0, Graduate, No,3200000,6300000,6,878,6700000,5200000,8100000,3600000,4.9478707,2.4229515,Summer,approved
2398,3, Graduate, No,1400000,3300000,2,652,100000,2100000,3500000,1900000,4.014688,1.8963381,Summer,approved
2399,5, Not Graduate, Yes,1100000,2700000,4,889,1900000,1000000,2200000,500000,8.319306,2.5738032,Winter,approved
2400,0, Graduate, Yes,5500000,17100000,8,353,400000,200000,17100000,5200000,4.60906,2.5014236,Summer,rejected
2401,4, Graduate, No,7200000,22900000,18,657,14600000,400000,17400000,8800000,6.4319754,3.228252,Winter,approved
2402,3, Graduate, Yes,7700000,21800000,18,684,100000,600000,15600000,5500000,7.162654,1.3393518,Winter,approved
2403,2, Not Graduate, No,2400000,6200000,12,860,4900000,3700000,9500000,1100000,4.677415,1.9966538,Summer,approved
2404,4, Not Graduate, No,3000000,7200000,2,680,900000,3400000,9600000,1700000,4.612268,3.1194892,Fall,approved
2405,2, Not Graduate, Yes,1300000,2700000,8,627,100000,300000,2600000,1300000,6.1525736,2.547616,Winter,approved
2406,2, Not Graduate, No,5400000,11900000,6,303,15000000,9200000,15400000,6900000,6.4909015,4.1525993,Winter,rejected
2407,5, Graduate, Yes,4200000,12300000,2,686,10500000,200000,15600000,4200000,3.9176543,0.08715141,Spring,approved
2408,0, Graduate, No,2900000,7800000,8,367,700000,3700000,7700000,3600000,7.432855,1.4111435,Winter,rejected
2409,1, Not Graduate, Yes,2900000,9900000,18,783,1300000,100000,11000000,2600000,6.0266924,4.082774,Winter,approved
2410,5, Not Graduate, No,1100000,2500000,4,827,2400000,1000000,4100000,600000,5.206253,2.6073575,Summer,approved
2411,0, Graduate, Yes,2600000,8200000,8,722,3500000,4200000,7100000,3200000,4.9873705,2.7424788,Summer,approved
2412,1, Not Graduate, No,5100000,15300000,4,721,7000000,6100000,15300000,5900000,2.6089916,2.8877656,Spring,approved
2413,4, Not Graduate, No,4300000,10100000,2,606,9900000,1800000,8900000,5500000,5.871575,2.1407475,Summer,approved
2414,0, Graduate, Yes,9400000,36100000,10,615,21200000,3800000,27400000,9100000,3.191346,1.8241966,Spring,approved
2415,2, Not Graduate, Yes,2300000,9000000,6,583,3600000,1300000,6900000,3400000,4.1685224,3.0207794,Fall,approved
2416,5, Not Graduate, No,1300000,4800000,4,346,3200000,1600000,3400000,1600000,5.533697,2.8123708,Summer,approved
2417,3, Not Graduate, Yes,8500000,30300000,12,762,12700000,3700000,20000000,4200000,7.400366,2.2587192,Winter,approved
2418,1, Graduate, No,2700000,8100000,16,691,2000000,3600000,8100000,2100000,6.958429,2.5394754,Winter,approved
2419,5, Not Graduate, Yes,9400000,23100000,6,762,12400000,10200000,22300000,6600000,4.361432,1.2806681,Summer,approved
2420,2, Graduate, Yes,2700000,9600000,14,554,5800000,200000,10200000,1900000,4.7528877,2.5082777,Summer,approved
2421,1, Not Graduate, Yes,2000000,6600000,10,873,1400000,200000,6300000,2400000,3.6188245,2.6430745,Spring,approved
2422,5, Graduate, No,4700000,14400000,16,884,9900000,4400000,9300000,3800000,5.695579,2.6876397,Summer,approved
2423,3, Graduate, No,7800000,15900000,2,665,14400000,900000,27200000,5400000,3.8138309,2.2529018,Spring,approved
2424,3, Not Graduate, Yes,7500000,21600000,14,678,8800000,12100000,20100000,11200000,5.4168944,0.6582425,Summer,approved
2425,5, Graduate, Yes,1700000,6500000,14,587,1100000,1000000,6400000,1500000,5.286924,2.3840718,Summer,approved
2426,3, Graduate, No,6500000,25200000,10,858,15400000,10900000,14000000,8100000,6.7757316,2.0848274,Winter,approved
2427,2, Not Graduate, Yes,6200000,16500000,4,510,14100000,4700000,18200000,6300000,4.4412847,1.6214242,Summer,rejected
2428,5, Not Graduate, No,9400000,36800000,20,891,13900000,16600000,19300000,8900000,4.033839,2.5635245,Summer,approved
2429,4, Graduate, Yes,6100000,21700000,6,860,13900000,900000,14100000,5600000,5.1188164,3.218851,Fall,approved
2430,1, Graduate, Yes,1900000,4200000,4,620,4700000,2800000,7500000,900000,3.9191484,1.5501794,Spring,approved
2431,4, Not Graduate, Yes,9100000,35200000,6,341,1000000,300000,23100000,8200000,6.4271255,3.936833,Winter,rejected
2432,0, Graduate, Yes,5300000,15000000,2,900,1700000,2100000,21000000,5800000,5.0261216,2.7434838,Summer,approved
2433,1, Graduate, Yes,8200000,19100000,8,619,17200000,12200000,31500000,6600000,6.616444,2.530957,Winter,approved
2434,1, Graduate, No,1000000,3600000,4,570,1000000,1300000,3700000,1000000,6.3115797,1.8656036,Winter,approved
